id,student_id,時間點,學習時間（分鐘）
2412,132,2021-06-28 10:52:00.521272,203
2413,132,2021-06-29 16:47:15.493000,183
2414,132,2021-07-02 07:31:11.314833,154
2415,132,2021-07-16 15:14:01.017471,219
2416,133,2021-07-06 15:24:48.675744,246
2417,133,2021-07-10 03:25:51.636605,182
2418,133,2021-07-02 09:09:51.782906,199
2419,133,2021-07-21 02:19:43.300241,239
2420,133,2021-07-02 16:18:40.581470,264
2421,133,2021-07-03 08:19:57.809708,204
2422,133,2021-07-04 18:58:50.882622,226
2423,133,2021-07-05 16:27:19.834197,300
2424,133,2021-07-10 21:42:33.277545,214
2425,133,2021-07-09 04:33:34.178562,234
2426,133,2021-07-04 04:17:13.419792,217
2427,133,2021-07-03 17:10:32.418936,199
2428,133,2021-07-10 21:37:41.512101,216
2429,133,2021-07-07 18:24:31.639677,213
2430,133,2021-07-08 10:22:36.922151,184
2431,133,2021-07-07 09:54:53.634107,167
2432,133,2021-07-18 07:53:07.311407,312
2433,133,2021-07-24 13:55:38.137088,182
2434,133,2021-07-16 02:53:18.007002,267
2435,133,2021-07-07 20:36:25.291629,217
2436,133,2021-07-11 20:02:04.289724,290
2437,133,2021-07-17 15:09:26.603781,209
2438,133,2021-07-26 17:31:50.841358,164
2439,134,2021-07-16 10:28:56.454877,229
2440,134,2021-07-07 16:07:12.115739,224
2441,134,2021-07-29 03:24:12.771192,275
2442,134,2021-07-24 04:59:02.162303,267
2443,134,2021-07-06 10:28:15.733995,184
2444,134,2021-07-14 22:44:13.435067,241
2445,134,2021-07-11 07:30:58.756565,210
2446,134,2021-07-15 06:08:48.770867,171
2447,134,2021-07-29 12:16:27.240194,194
2448,134,2021-07-07 04:55:22.086368,296
2449,134,2021-07-08 07:43:35.619325,179
2450,134,2021-07-12 19:44:55.055883,214
2451,134,2021-07-08 18:00:45.776602,227
2452,134,2021-07-14 21:07:05.348889,216
2453,134,2021-07-02 06:19:43.562529,195
2454,134,2021-07-02 17:08:08.268094,226
2455,134,2021-06-30 20:28:09.573293,231
2456,135,2021-07-07 13:01:08.941182,259
2457,135,2021-07-02 18:52:38.805612,201
2458,135,2021-07-05 02:31:19.496834,177
2459,135,2021-07-11 17:24:57.302466,164
2460,135,2021-06-27 20:34:58.104720,156
2461,135,2021-06-29 00:08:55.276169,303
2462,135,2021-06-28 21:15:38.121177,192
2463,135,2021-06-25 17:37:31.600255,176
2464,135,2021-06-23 17:13:21.546166,147
2465,135,2021-07-18 23:48:26.289699,206
2466,135,2021-06-24 01:18:48.750732,178
2467,135,2021-06-24 02:28:35.881842,250
2468,135,2021-07-18 00:58:22.309493,199
2469,135,2021-07-08 19:24:25.404211,213
2470,135,2021-07-15 16:35:31.600755,219
2471,135,2021-07-09 09:18:10.536316,189
2472,135,2021-07-16 03:00:03.356581,231
2473,135,2021-06-26 19:17:12.815638,249
2474,135,2021-07-20 13:25:12.992999,134
2475,135,2021-06-28 20:37:27.912088,142
2476,135,2021-07-14 18:40:27.302014,217
2477,135,2021-07-06 14:34:15.780983,215
2478,135,2021-06-25 01:06:07.928565,228
2479,135,2021-06-24 07:45:48.276641,242
2480,135,2021-07-10 11:59:57.869837,303
2481,136,2021-07-17 15:13:29.798445,258
2482,136,2021-07-02 03:21:22.259523,184
2483,136,2021-07-14 17:41:59.686029,290
2484,136,2021-07-06 19:17:32.773831,149
2485,136,2021-07-22 18:01:20.364341,235
2486,136,2021-07-10 15:39:15.105821,180
2487,136,2021-07-08 01:05:20.631087,240
2488,136,2021-07-22 13:36:26.747407,233
2489,136,2021-07-12 22:58:17.340004,229
2490,136,2021-07-18 21:25:38.195982,210
2491,136,2021-07-09 01:48:03.546802,228
2492,136,2021-06-30 14:33:04.209366,241
2493,136,2021-07-11 19:59:40.568071,216
2494,136,2021-07-02 13:44:40.469047,189
2495,136,2021-07-13 21:58:13.152627,223
2496,136,2021-06-30 02:34:35.114649,153
2497,136,2021-06-30 05:24:50.940987,179
2498,136,2021-07-17 06:42:09.715314,190
2499,136,2021-07-22 17:57:36.887851,232
2500,136,2021-06-29 09:23:20.107748,283
2501,137,2021-07-14 12:42:41.745911,163
2502,137,2021-07-18 23:28:13.758367,205
2503,137,2021-07-03 17:57:28.093257,214
2504,137,2021-06-22 23:58:43.280753,239
2505,137,2021-06-22 17:49:23.636127,219
2506,137,2021-07-01 05:21:53.534137,209
2507,137,2021-07-04 14:47:38.147417,132
2508,137,2021-06-27 10:28:41.642937,243
2509,138,2021-07-23 10:37:26.405678,222
2510,138,2021-07-25 10:25:42.356443,250
2511,138,2021-06-29 04:24:43.353679,196
2512,138,2021-07-20 19:16:17.788813,244
2513,138,2021-07-10 22:29:49.548677,255
2514,138,2021-07-08 14:00:02.866308,211
2515,138,2021-07-23 01:26:58.175865,219
2516,138,2021-07-28 02:04:11.593542,237
2517,138,2021-07-09 08:10:06.394238,232
2518,138,2021-06-30 14:57:53.620154,126
2519,138,2021-07-17 18:11:41.724339,231
2520,139,2021-07-25 00:07:01.198375,212
2521,139,2021-07-13 02:08:07.464193,237
2522,139,2021-07-13 10:03:51.986968,302
2523,139,2021-07-14 11:18:39.815696,246
2524,139,2021-07-03 05:50:06.148833,192
2525,139,2021-07-24 13:12:37.057506,260
2526,139,2021-07-20 06:27:22.102849,176
2527,139,2021-07-07 14:52:26.506045,169
2528,139,2021-07-29 00:55:37.231990,259
2529,139,2021-07-19 16:49:49.705102,264
2530,139,2021-07-14 15:56:25.676586,161
2531,139,2021-07-26 11:24:37.341064,205
2532,139,2021-07-05 13:13:15.838047,201
2533,140,2021-07-11 07:02:11.091877,230
2534,140,2021-06-30 03:29:47.751569,248
2535,140,2021-07-03 03:28:29.691157,226
2536,140,2021-07-12 21:29:18.334808,232
2537,140,2021-07-14 18:57:31.674215,155
2538,140,2021-07-22 17:29:06.902366,237
2539,140,2021-06-30 02:02:04.443606,240
2540,140,2021-07-05 22:43:29.670464,234
2541,140,2021-06-25 16:41:44.657518,254
2542,140,2021-07-07 09:42:41.159018,182
2543,140,2021-07-05 22:38:15.086539,274
2544,140,2021-07-11 23:24:26.687121,240
2545,140,2021-06-26 02:07:01.516567,261
2546,140,2021-07-14 14:10:22.274803,221
2547,140,2021-07-06 23:33:37.752177,262
2548,140,2021-07-06 09:26:36.816957,204
2549,140,2021-07-09 10:16:56.699250,308
2550,140,2021-07-14 08:07:54.411978,245
2551,140,2021-07-01 19:58:33.206942,269
2552,140,2021-07-06 23:52:01.347040,174
2553,141,2021-07-18 23:26:03.994395,93
2554,141,2021-07-01 20:45:25.855708,271
2555,141,2021-07-18 15:36:33.750642,285
2556,141,2021-06-26 06:47:22.715887,265
2557,141,2021-07-22 08:16:32.412774,219
2558,141,2021-06-26 09:57:53.030762,224
2559,141,2021-07-11 01:29:57.808953,233
2560,141,2021-07-13 11:48:06.819311,178
2561,141,2021-07-01 06:38:26.141014,245
2562,141,2021-06-26 19:09:04.732171,238
2563,141,2021-07-20 21:29:35.432221,250
2564,141,2021-07-01 02:46:56.185749,221
2565,141,2021-07-01 20:44:18.748342,326
2566,141,2021-07-10 12:06:27.187860,231
2567,141,2021-07-20 10:55:41.371112,225
2568,141,2021-06-27 22:08:54.769393,166
2569,141,2021-07-14 19:10:12.907706,209
2570,141,2021-07-10 12:36:42.853586,171
2571,141,2021-07-08 10:04:33.842014,161
2572,141,2021-07-08 19:21:44.355827,157
2573,142,2021-07-13 09:20:46.148768,181
2574,142,2021-07-03 17:22:01.539866,254
2575,142,2021-07-14 01:59:22.910538,250
2576,142,2021-06-28 10:10:25.117319,245
2577,142,2021-07-13 20:28:35.822490,289
2578,142,2021-07-16 13:00:26.639688,280
2579,142,2021-06-29 01:03:56.950830,187
2580,142,2021-07-02 12:20:06.473800,229
2581,142,2021-07-10 02:58:32.643223,202
2582,142,2021-07-09 07:13:57.896711,149
2583,142,2021-07-16 22:30:34.452569,214
2584,142,2021-07-10 06:50:30.283965,281
2585,142,2021-07-19 04:34:57.178400,152
2586,142,2021-07-08 17:44:57.508206,142
2587,142,2021-07-03 22:13:42.994522,238
2588,142,2021-07-18 11:14:43.149735,248
2589,143,2021-07-09 21:12:54.658881,260
2590,143,2021-07-07 11:22:49.240052,225
2591,143,2021-07-20 16:26:25.284857,185
2592,143,2021-07-08 00:13:47.870570,217
2593,143,2021-07-24 20:44:19.054804,246
2594,143,2021-07-21 00:42:52.089777,181
2595,143,2021-07-14 11:01:55.288967,222
2596,143,2021-07-14 04:29:00.568272,219
2597,143,2021-07-23 11:36:17.884817,221
2598,143,2021-07-01 14:00:47.832303,273
2599,143,2021-07-17 22:51:49.165183,232
2600,143,2021-07-20 10:39:19.854433,219
2601,143,2021-07-25 07:23:10.168685,170
2602,143,2021-07-18 05:45:06.132103,211
2603,144,2021-07-04 02:22:18.212746,248
2604,144,2021-07-23 19:25:00.309968,268
2605,144,2021-06-30 04:03:35.113453,214
2606,144,2021-07-14 12:16:47.440603,154
2607,144,2021-06-28 19:34:40.074881,221
2608,144,2021-07-22 02:54:36.305332,249
2609,144,2021-07-07 05:14:28.722145,299
2610,144,2021-07-11 09:14:47.525667,157
2611,144,2021-06-28 22:31:23.179770,209
2612,144,2021-07-23 15:43:53.075451,190
2613,144,2021-07-17 06:42:29.195784,204
2614,144,2021-06-26 16:17:12.579988,155
2615,145,2021-07-23 09:16:50.464948,308
2616,145,2021-07-02 11:54:33.658270,202
2617,145,2021-07-13 19:16:43.493887,140
2618,145,2021-07-20 06:10:55.738515,281
2619,145,2021-07-17 15:38:04.936838,193
2620,145,2021-07-13 23:00:52.720609,232
2621,145,2021-07-12 03:18:23.967953,207
2622,145,2021-07-09 12:44:41.547824,286
2623,145,2021-07-06 11:06:47.684472,204
2624,145,2021-07-19 19:48:40.436014,201
2625,145,2021-07-11 04:47:16.780220,220
2626,146,2021-07-02 00:21:56.086193,199
2627,146,2021-06-30 17:09:27.063564,261
2628,146,2021-07-29 09:35:41.409443,212
2629,146,2021-07-22 08:52:26.382032,179
2630,146,2021-07-28 12:54:29.839852,163
2631,146,2021-07-18 03:13:41.145208,272
2632,146,2021-07-01 02:30:55.798237,91
2633,146,2021-07-26 08:16:57.146299,213
2634,146,2021-07-19 08:40:21.572093,268
2635,146,2021-07-23 16:50:37.005516,288
2636,146,2021-07-17 11:09:11.541863,156
2637,146,2021-07-12 21:52:15.896124,247
2638,146,2021-07-11 00:19:06.535511,197
2639,146,2021-07-15 15:16:08.227480,274
2640,146,2021-07-04 18:50:03.551499,197
2641,146,2021-07-28 16:03:37.027634,200
2642,146,2021-07-07 03:28:27.151805,263
2643,146,2021-07-14 12:02:41.133744,230
2644,146,2021-07-17 02:08:31.069474,244
2645,147,2021-07-13 06:59:35.971860,217
2646,147,2021-07-10 22:32:41.215708,272
2647,147,2021-07-26 17:44:32.212038,228
2648,147,2021-07-23 21:56:26.175176,341
2649,147,2021-07-10 04:33:32.077152,244
2650,147,2021-07-21 01:26:30.696165,210
2651,147,2021-07-14 17:13:47.499823,144
2652,147,2021-07-01 00:51:12.685829,248
2653,147,2021-06-30 01:39:58.139476,238
2654,147,2021-07-27 03:41:41.593965,221
2655,147,2021-07-18 16:52:21.094761,150
2656,147,2021-07-16 12:19:31.467319,198
2657,147,2021-07-13 20:19:24.652988,106
2658,147,2021-06-30 11:57:05.893833,253
2659,147,2021-07-08 07:24:17.069936,251
2660,147,2021-07-06 09:36:38.940994,195
2661,147,2021-07-23 03:12:21.696349,180
2662,147,2021-07-20 04:29:22.658543,147
2663,147,2021-07-08 05:45:00.678789,116
2664,147,2021-06-29 07:57:23.634359,218
2665,147,2021-07-04 08:54:52.129393,306
2666,147,2021-07-25 11:47:23.156159,265
2667,147,2021-07-18 16:46:16.065667,249
2668,147,2021-07-26 06:10:12.787570,165
2669,147,2021-06-29 08:34:49.096351,288
2670,148,2021-07-24 08:46:21.382920,276
2671,148,2021-07-20 11:22:52.471478,293
2672,148,2021-07-15 18:45:10.530530,254
2673,148,2021-07-01 10:04:48.898147,304
2674,148,2021-06-29 10:52:29.236381,261
2675,148,2021-07-25 20:17:13.987724,231
2676,148,2021-07-17 13:17:25.920952,273
2677,148,2021-07-20 01:26:37.259020,251
2678,148,2021-07-03 10:55:11.464581,253
2679,148,2021-07-06 03:24:52.065517,247
2680,148,2021-07-27 15:52:51.044928,229
2681,148,2021-06-30 13:18:57.587055,194
2682,148,2021-07-13 05:23:40.492576,236
2683,148,2021-07-06 03:06:48.917716,112
2684,148,2021-07-23 20:17:36.580548,205
2685,148,2021-07-07 08:37:41.411246,268
2686,148,2021-07-07 04:28:39.969603,282
2687,148,2021-07-21 10:47:00.931796,236
2688,148,2021-07-18 04:44:23.252235,171
2689,148,2021-07-09 05:33:51.909501,118
2690,148,2021-07-26 17:28:01.991326,268
2691,149,2021-07-03 21:05:21.508322,193
2692,149,2021-07-06 05:04:09.267605,204
2693,149,2021-07-25 07:02:48.492227,251
2694,149,2021-07-03 09:01:16.039443,214
2695,149,2021-07-24 08:49:28.968804,196
2696,149,2021-07-01 19:03:31.855288,194
2697,149,2021-07-12 05:32:57.762439,261
2698,149,2021-07-07 14:34:49.232519,221
2699,149,2021-07-15 04:29:20.918592,187
2700,149,2021-07-23 13:11:00.014845,175
2701,149,2021-07-30 13:31:29.534668,283
2702,149,2021-07-12 21:32:28.332287,199
2703,149,2021-07-02 21:10:54.951270,155
2704,149,2021-07-14 15:31:19.570933,288
2705,149,2021-07-28 12:00:58.873638,161
2706,149,2021-07-16 02:59:46.605976,208
2707,149,2021-07-16 21:14:03.885000,290
2708,149,2021-07-04 21:37:33.988331,171
2709,150,2021-06-30 06:42:32.322784,233
2710,150,2021-07-04 10:55:08.636801,255
2711,150,2021-07-23 07:09:42.964179,182
2712,150,2021-07-07 19:46:26.403887,273
2713,150,2021-07-11 11:02:03.206994,210
2714,150,2021-07-03 15:00:44.435225,260
2715,150,2021-07-13 07:02:28.569412,300
2716,150,2021-07-19 09:48:28.185080,170
2717,150,2021-07-23 02:23:34.675207,246
2718,150,2021-07-02 09:58:29.000761,217
2719,150,2021-06-30 19:39:05.480699,247
2720,150,2021-07-11 13:57:53.214219,166
2721,150,2021-07-17 04:45:17.214453,208
2722,150,2021-07-05 15:47:10.479686,257
2723,150,2021-07-22 06:09:46.135530,250
2724,150,2021-07-19 02:32:57.388119,215
2725,150,2021-07-04 08:46:21.306862,197
2726,150,2021-07-24 00:48:45.566725,246
2727,150,2021-07-16 07:23:13.898370,180
2728,150,2021-07-19 05:39:04.358660,235
2729,150,2021-07-22 00:19:15.365168,227
2730,150,2021-06-29 23:15:27.233443,234
2731,150,2021-07-01 05:07:21.406469,260
2732,151,2021-07-13 18:08:35.712111,250
2733,151,2021-07-23 03:44:40.497021,255
2734,151,2021-07-09 23:46:12.396256,234
2735,151,2021-07-18 17:59:30.561589,221
2736,151,2021-07-25 13:57:00.796508,197
2737,151,2021-07-22 18:28:20.831899,207
2738,151,2021-06-30 03:43:24.118456,291
2739,151,2021-07-03 23:27:34.361040,266
2740,151,2021-07-01 00:04:44.449037,275
2741,151,2021-07-21 11:03:37.199112,262
2742,151,2021-07-16 15:34:34.740497,153
2743,151,2021-07-05 07:13:51.843504,215
2744,151,2021-06-30 21:00:59.569408,261
2745,151,2021-06-30 11:27:22.950756,213
2746,151,2021-07-15 01:58:39.898429,289
2747,151,2021-07-09 12:10:28.500062,262
2748,151,2021-07-24 18:41:05.985293,206
2749,151,2021-07-21 08:49:51.939500,220
2750,151,2021-07-15 14:43:09.935280,265
2751,152,2021-07-09 06:39:32.701995,231
2752,152,2021-07-07 20:34:19.515848,215
2753,152,2021-06-22 17:59:09.576611,208
2754,152,2021-06-21 14:04:24.881459,267
2755,152,2021-07-06 16:50:51.742703,243
2756,152,2021-07-09 19:07:42.248327,254
2757,152,2021-07-15 22:49:37.422891,201
2758,152,2021-07-06 11:41:07.566924,239
2759,152,2021-06-24 22:10:37.082570,185
2760,152,2021-06-24 16:36:24.146003,268
2761,152,2021-07-05 23:20:46.634668,240
2762,152,2021-07-01 23:48:25.958563,167
2763,152,2021-06-28 04:53:44.655341,229
2764,152,2021-07-13 23:25:10.200510,179
2765,152,2021-06-22 01:31:20.359001,275
2766,152,2021-07-18 01:18:14.669434,261
2767,152,2021-06-24 00:30:31.839842,187
2768,152,2021-06-21 03:30:42.937237,219
2769,152,2021-06-22 09:04:08.806007,260
2770,152,2021-06-26 15:49:13.320467,223
2771,152,2021-06-28 07:04:38.847921,205
2772,152,2021-06-27 09:00:24.155262,313
2773,152,2021-07-15 11:45:52.543587,223
2774,152,2021-06-28 11:33:51.714808,212
2775,153,2021-06-30 20:13:41.520723,183
2776,153,2021-07-21 01:32:07.879489,252
2777,153,2021-07-13 13:12:10.608525,205
2778,153,2021-07-23 00:20:37.197862,219
2779,153,2021-06-30 03:45:48.537385,165
2780,153,2021-07-28 04:41:22.979373,321
2781,153,2021-07-15 22:15:41.469141,193
2782,153,2021-07-18 03:11:29.097232,222
2783,153,2021-07-26 23:39:47.815269,190
2784,153,2021-07-07 03:55:22.547676,182
2785,153,2021-07-28 21:21:09.911453,218
2786,153,2021-07-05 11:07:24.340268,221
2787,153,2021-07-19 04:03:15.590782,189
2788,153,2021-07-11 15:31:34.189719,230
2789,153,2021-07-10 18:22:06.234290,233
2790,154,2021-07-16 04:56:05.251956,153
2791,154,2021-06-30 19:38:00.314584,246
2792,154,2021-07-13 05:35:07.415989,255
2793,154,2021-06-24 15:35:47.776781,313
2794,154,2021-07-14 15:41:00.626234,179
2795,154,2021-07-03 03:38:38.313007,160
2796,154,2021-06-25 10:16:48.141558,308
2797,154,2021-06-22 07:25:44.095084,195
2798,154,2021-06-25 13:49:53.920962,182
2799,154,2021-07-14 08:34:52.482468,267
2800,154,2021-06-30 19:42:05.321044,252
2801,154,2021-07-02 10:13:20.389126,107
2802,154,2021-06-21 15:15:30.123950,268
2803,154,2021-06-27 19:21:59.585873,141
2804,154,2021-07-02 18:12:10.703011,203
2805,154,2021-07-04 05:49:12.337882,173
2806,154,2021-06-21 17:25:14.771737,177
2807,155,2021-06-27 05:53:22.230783,176
2808,155,2021-07-09 13:22:15.749601,335
2809,155,2021-07-14 02:00:39.687244,200
2810,155,2021-06-29 13:21:05.905038,231
2811,155,2021-06-26 14:14:36.181752,272
2812,155,2021-06-29 07:33:34.966026,230
2813,155,2021-07-06 07:34:33.667680,170
2814,155,2021-07-03 00:01:55.474349,129
2815,155,2021-07-07 19:06:23.043606,168
2816,155,2021-07-16 08:06:28.852919,346
2817,156,2021-07-07 18:30:41.631860,240
2818,156,2021-06-27 07:31:22.354886,294
2819,156,2021-07-09 11:07:58.661437,148
2820,156,2021-07-09 16:42:40.982615,249
2821,156,2021-07-23 15:38:54.652812,258
2822,156,2021-07-23 13:29:11.079176,232
2823,156,2021-07-04 20:25:00.883418,239
2824,156,2021-07-10 01:22:23.069115,233
2825,156,2021-07-01 01:28:15.219045,211
2826,156,2021-07-21 10:23:20.108633,247
2827,156,2021-07-01 23:11:27.098164,248
2828,156,2021-07-05 00:28:04.621082,231
2829,156,2021-06-27 12:35:39.740838,225
2830,156,2021-07-24 00:26:44.986402,157
2831,156,2021-07-21 20:39:03.897457,223
2832,156,2021-07-18 13:39:00.258246,265
2833,156,2021-07-19 13:20:44.001198,208
2834,156,2021-07-13 15:02:15.699491,267
2835,156,2021-07-10 03:05:51.930860,173
2836,156,2021-07-16 11:29:07.764706,265
2837,156,2021-06-30 14:43:34.847964,233
2838,156,2021-07-05 16:18:43.791176,294
2839,156,2021-07-06 17:32:50.421713,300
2840,156,2021-07-25 16:05:59.370361,178
2841,156,2021-07-09 18:31:52.395474,204
2842,156,2021-06-28 03:16:49.053707,227
2843,156,2021-06-29 15:54:53.995080,170
2844,156,2021-07-17 00:26:54.841089,240
2845,156,2021-06-26 20:17:40.773773,142
2846,156,2021-07-15 02:06:54.898086,184
2847,157,2021-07-11 12:08:32.785055,249
2848,157,2021-06-30 12:10:05.034593,231
2849,157,2021-07-26 03:57:57.311529,193
2850,157,2021-07-14 19:26:48.961595,165
2851,157,2021-07-13 00:22:46.899958,167
2852,157,2021-07-26 06:26:31.872115,166
2853,157,2021-07-01 01:00:00.001766,201
2854,157,2021-07-16 01:32:49.005931,233
2855,157,2021-07-23 06:10:04.915390,230
2856,157,2021-07-12 13:24:50.780164,178
2857,157,2021-07-06 18:21:02.666827,244
2858,157,2021-07-01 19:46:55.238399,184
2859,157,2021-07-07 14:55:24.105612,203
2860,157,2021-07-14 08:35:55.212523,250
2861,157,2021-07-24 00:35:07.287585,261
2862,157,2021-07-22 11:55:53.450887,234
2863,157,2021-07-08 10:37:01.467319,124
2864,157,2021-07-17 04:24:58.459643,270
2865,158,2021-06-20 20:02:37.551885,242
2866,158,2021-06-22 09:46:50.053780,286
2867,158,2021-06-26 09:06:31.221517,188
2868,158,2021-07-12 02:23:37.770592,158
2869,158,2021-06-27 12:49:35.401808,205
2870,158,2021-07-15 03:34:37.898578,234
2871,158,2021-07-07 02:26:21.493177,237
2872,158,2021-07-11 13:16:51.711145,207
2873,158,2021-07-16 16:30:57.958011,204
2874,158,2021-06-24 21:43:21.819980,182
2875,158,2021-07-12 02:20:40.517364,284
2876,158,2021-07-13 16:14:35.648333,235
2877,158,2021-06-28 04:17:30.001651,114
2878,158,2021-06-19 12:55:24.957125,238
2879,158,2021-06-20 08:32:03.893355,185
2880,159,2021-07-16 06:10:31.855194,251
2881,159,2021-07-03 04:42:37.978320,178
2882,159,2021-06-28 09:22:37.342581,168
2883,159,2021-07-17 17:01:59.332007,281
2884,159,2021-07-18 21:02:10.709976,211
2885,159,2021-07-20 19:48:20.377350,226
2886,159,2021-07-18 21:51:43.217956,238
2887,159,2021-07-26 08:33:53.580223,180
2888,159,2021-07-11 01:14:12.209603,193
2889,159,2021-07-11 14:09:18.910053,220
2890,159,2021-07-01 00:16:25.306612,216
2891,159,2021-07-15 03:20:54.580363,155
2892,159,2021-07-17 02:01:34.353722,157
2893,160,2021-07-10 18:20:22.111375,208
2894,160,2021-06-30 13:44:02.853455,291
2895,160,2021-07-24 17:04:05.548637,297
2896,160,2021-07-11 04:52:55.210209,256
2897,160,2021-07-01 13:07:34.662482,236
2898,160,2021-07-05 15:18:13.402237,220
2899,160,2021-07-13 09:05:35.141163,229
2900,160,2021-07-03 23:32:20.025944,224
2901,160,2021-07-12 03:11:28.407296,236
2902,160,2021-07-15 06:36:25.230281,152
2903,160,2021-07-04 08:20:17.361042,214
2904,160,2021-07-27 15:38:53.325220,294
2905,160,2021-07-17 04:19:09.857826,159
2906,160,2021-07-26 19:38:56.208423,242
2907,160,2021-07-01 12:22:30.167175,214
2908,160,2021-06-30 16:24:33.749175,218
2909,160,2021-07-02 09:10:44.395390,245
2910,160,2021-07-25 18:17:40.612327,238
2911,160,2021-07-20 06:30:56.134121,249
2912,160,2021-07-24 03:44:24.573099,163
2913,160,2021-07-20 20:23:02.430027,143
2914,160,2021-07-26 23:48:12.595736,309
2915,160,2021-07-15 12:04:23.100613,242
2916,160,2021-07-19 07:24:19.059495,192
2917,160,2021-07-26 22:13:32.263180,182
2918,160,2021-07-17 05:08:49.502011,247
2919,160,2021-07-28 14:59:42.645662,152
2920,160,2021-07-10 21:36:20.490095,190
2921,161,2021-07-19 05:01:10.189828,241
2922,161,2021-07-02 03:11:17.709245,166
2923,161,2021-07-15 20:25:41.186035,234
2924,161,2021-07-18 20:54:13.250599,286
2925,161,2021-07-01 10:20:20.266725,223
2926,161,2021-07-28 01:45:23.083181,220
2927,161,2021-07-26 13:34:27.999091,242
2928,161,2021-07-04 02:07:50.310737,138
2929,161,2021-07-23 11:36:46.539852,218
2930,161,2021-07-02 20:25:09.786415,226
2931,161,2021-07-21 02:33:28.291931,265
2932,161,2021-07-09 23:19:35.261185,212
2933,161,2021-07-18 04:22:24.128585,272
2934,161,2021-07-16 15:06:35.252710,244
2935,161,2021-07-15 23:18:04.106396,271
2936,161,2021-07-05 07:32:53.445890,230
2937,161,2021-07-14 21:43:42.441328,227
2938,161,2021-07-23 05:04:34.645899,237
2939,162,2021-07-22 00:33:06.675134,268
2940,162,2021-07-19 08:22:46.147606,214
2941,162,2021-07-06 08:18:31.491559,215
2942,162,2021-07-24 01:04:47.341823,210
2943,162,2021-07-03 02:18:21.915029,296
2944,162,2021-07-17 06:07:42.394922,262
2945,162,2021-07-07 01:57:47.533447,254
2946,162,2021-07-04 21:24:33.978652,261
2947,163,2021-07-02 00:57:45.421394,177
2948,163,2021-07-05 01:46:19.071126,156
2949,163,2021-07-19 00:46:15.829966,181
2950,163,2021-07-11 09:28:30.258741,160
2951,163,2021-06-24 22:42:46.673878,227
2952,163,2021-06-25 04:11:23.182971,214
2953,163,2021-07-12 11:02:42.311451,282
2954,163,2021-07-10 18:16:38.039160,174
2955,163,2021-06-24 18:35:22.537315,236
2956,163,2021-07-01 22:50:35.188374,292
2957,163,2021-07-01 18:56:09.819872,244
2958,163,2021-07-07 18:30:16.346651,275
2959,163,2021-07-02 04:04:22.622769,191
2960,163,2021-07-16 22:40:58.821662,232
2961,163,2021-06-25 10:24:26.050928,215
2962,163,2021-07-16 05:51:06.567814,203
2963,163,2021-07-15 21:50:45.237529,211
2964,163,2021-06-29 04:45:38.764845,242
2965,163,2021-07-16 08:41:25.141147,197
2966,163,2021-07-16 18:35:02.868793,162
2967,163,2021-06-30 18:04:53.756390,213
2968,163,2021-06-28 21:32:30.651991,252
2969,163,2021-07-02 03:23:05.531994,149
2970,164,2021-06-26 03:29:31.119081,236
2971,164,2021-06-28 15:40:53.413567,247
2972,164,2021-07-07 23:23:33.054607,200
2973,164,2021-07-01 00:25:30.817606,307
2974,164,2021-07-18 01:36:21.219908,151
2975,164,2021-06-29 05:32:45.934807,258
2976,164,2021-07-09 23:16:08.015612,192
2977,164,2021-07-07 23:30:42.569480,196
2978,164,2021-06-22 20:31:26.831873,228
2979,164,2021-06-25 19:29:24.819719,277
2980,164,2021-07-11 18:12:27.918122,144
2981,164,2021-07-09 09:38:21.708302,194
2982,164,2021-06-29 17:15:41.227679,248
2983,164,2021-07-10 15:13:55.062667,294
2984,164,2021-07-01 06:40:30.138712,160
2985,164,2021-07-13 20:19:25.804194,226
2986,164,2021-07-02 06:18:11.147108,202
2987,164,2021-07-03 13:40:39.142875,222
2988,164,2021-07-20 15:07:32.689281,225
2989,164,2021-07-13 18:28:25.850416,250
2990,164,2021-07-15 23:11:34.163135,176
2991,164,2021-06-22 19:31:55.442732,228
2992,164,2021-06-24 06:37:25.666947,239
2993,164,2021-06-27 15:01:03.061423,349
2994,164,2021-07-05 16:10:19.651621,175
2995,164,2021-07-10 15:38:00.893591,221
2996,164,2021-06-25 03:37:27.974811,311
2997,164,2021-07-17 19:21:08.958343,237
2998,165,2021-07-27 21:57:14.853353,177
2999,165,2021-07-21 00:15:25.120885,196
3000,165,2021-07-21 00:58:38.732173,222
3001,165,2021-07-18 08:47:28.503431,107
3002,165,2021-07-17 16:16:35.147735,203
3003,165,2021-07-04 06:06:08.965807,194
3004,165,2021-07-03 15:47:09.770022,231
3005,165,2021-07-28 19:37:48.853710,305
3006,165,2021-07-11 16:07:31.669058,285
3007,165,2021-07-02 21:41:55.745220,244
3008,165,2021-07-18 15:21:41.757878,177
3009,165,2021-07-14 03:03:35.411910,223
3010,165,2021-07-22 17:57:22.095805,161
3011,165,2021-07-05 05:50:09.613352,131
3012,165,2021-07-18 02:11:48.386815,290
3013,165,2021-07-16 22:40:46.156061,239
3014,165,2021-07-09 00:39:20.534661,222
3015,166,2021-07-18 11:42:04.854025,224
3016,166,2021-07-26 05:51:26.505531,248
3017,166,2021-07-19 00:50:50.893029,261
3018,166,2021-07-29 03:17:05.856552,211
