student_id,學科背景,學習目標,性別,年紀,居住地區,學過幾種程式語言,學過哪些程式語言
422,工程科學,Learner,女,31 - 35歲,中部,3,html、javascript、python
423,工程科學,Tourist,女,26 - 30歲,北部,2,javascript、css
424,理論科學,Career Switcher,男,20 - 25歲,中部,4,"html、javascript ,python、css"
425,工程科學,Learner,女,20 - 25歲,北部,0,沒有學過
426,文,Tourist,男,40歲以上,東部,1,css
427,其他,Tourist,女,26 - 30歲,中部,3,html、javascript、css
428,商,Career Switcher,男,20 歲以下,北部,0,無
429,理論科學,Career Switcher,男,26 - 30歲,北部,2,javascript、css
430,商,Learner,男,31 - 35歲,南部,1,javascript
431,理論科學,Career Switcher,女,36 - 40歲,東部,5,python、javascript、html、css、c++
432,工程科學,Career Switcher,男,40歲以上,北部,3,html、javascript、css
433,商,Learner,男,20 - 25歲,中部,0,無
434,理論科學,Career Switcher,女,40歲以上,東部,4,"html、javascript ,python、css"
435,資訊科學（資工、資管等等）,Career Switcher,男,26 - 30歲,北部,3,html、javascript、python
436,資訊科學（資工、資管等等）,Learner,男,20 - 25歲,南部,2,javascript、css
437,資訊科學（資工、資管等等）,Career Switcher,女,20 - 25歲,北部,4,"html、javascript ,python、css"
438,工程科學,Career Switcher,男,20 - 25歲,北部,1,html
439,商,Career Switcher,男,26 - 30歲,中部,4,"python、javascript ,html、css"
440,文,Tourist,男,31 - 35歲,中部,1,css
441,理論科學,Career Switcher,女,20 - 25歲,南部,3,html、javascript、css
442,理論科學,Career Switcher,男,31 - 35歲,東部,0,沒有
443,文,Tourist,男,26 - 30歲,北部,1,javascript
444,文,Learner,男,20 - 25歲,東部,2,python、javascript
445,工程科學,Career Switcher,女,20 - 25歲,北部,2,javascript、css
446,商,Tourist,女,31 - 35歲,北部,0,無
447,工程科學,Learner,女,26 - 30歲,北部,3,html、javascript、css
448,文,Tourist,男,26 - 30歲,北部,3,html、javascript、css
449,工程科學,Learner,女,20 歲以下,北部,3,html、javascript、python
450,理論科學,Career Switcher,女,26 - 30歲,東部,3,html、javascript、css
451,工程科學,Tourist,男,40歲以上,其他,2,javascript、html
452,商,Tourist,男,26 - 30歲,東部,0,無
453,工程科學,Career Switcher,女,20 歲以下,中部,1,html
454,文,Tourist,女,20 - 25歲,北部,1,html
455,商,Career Switcher,男,20 - 25歲,中部,0,無
456,理論科學,Tourist,不提供,31 - 35歲,北部,3,html、javascript、python
457,資訊科學（資工、資管等等）,Career Switcher,女,40歲以上,中部,4,"html、javascript ,python、css"
458,理論科學,Career Switcher,男,26 - 30歲,中部,2,html、css
459,理論科學,Tourist,女,26 - 30歲,北部,4,html、css、javascript、python
460,理論科學,Career Switcher,男,20 - 25歲,北部,3,html、javascript、css
461,資訊科學（資工、資管等等）,Career Switcher,女,31 - 35歲,中部,2,html、css
462,理論科學,Tourist,女,31 - 35歲,北部,0,沒有學過
463,商,Career Switcher,男,31 - 35歲,中部,3,html、javascript、css
464,資訊科學（資工、資管等等）,Career Switcher,男,20 - 25歲,南部,1,html
465,工程科學,Learner,女,31 - 35歲,東部,0,沒有學過
466,工程科學,Career Switcher,女,26 - 30歲,東部,3,html、javascript、python
467,工程科學,Tourist,男,26 - 30歲,中部,1,python
468,工程科學,Tourist,男,20 歲以下,北部,1,html
469,資訊科學（資工、資管等等）,Tourist,女,20 歲以下,南部,0,沒有
470,理論科學,Tourist,男,36 - 40歲,中部,3,html、javascript、css
471,工程科學,Tourist,男,31 - 35歲,北部,4,"python、javascript ,html、css"
472,理論科學,Learner,女,26 - 30歲,中部,0,無
473,工程科學,Career Switcher,男,20 - 25歲,北部,4,"html、javascript ,python、css"
474,文,Tourist,男,26 - 30歲,北部,3,html、javascript、css
475,商,Career Switcher,男,20 - 25歲,東部,3,html、javascript、css
476,商,Learner,男,26 - 30歲,北部,0,沒有學過
477,理論科學,Career Switcher,女,26 - 30歲,中部,2,javascript、css
478,工程科學,Tourist,男,36 - 40歲,東部,0,無
479,工程科學,Career Switcher,女,20 - 25歲,中部,1,javascript
480,商,Learner,不提供,31 - 35歲,南部,0,無
481,其他,Tourist,男,20 - 25歲,南部,0,無
482,文,Tourist,男,26 - 30歲,中部,0,無
483,文,Tourist,男,31 - 35歲,中部,0,沒有
484,工程科學,Learner,女,31 - 35歲,東部,3,html、javascript、python
485,商,Career Switcher,男,20 - 25歲,北部,2,html、css
486,資訊科學（資工、資管等等）,Career Switcher,女,36 - 40歲,中部,3,html、javascript、css
487,工程科學,Career Switcher,女,36 - 40歲,中部,2,javascript、html
488,工程科學,Career Switcher,男,36 - 40歲,北部,2,javascript、css
489,其他,Tourist,女,20 - 25歲,中部,0,無
490,理論科學,Career Switcher,男,36 - 40歲,中部,3,html、javascript、css
491,工程科學,Career Switcher,男,20 歲以下,北部,2,html、css
492,理論科學,Career Switcher,女,26 - 30歲,北部,4,html、css、javascript、python
493,商,Tourist,男,26 - 30歲,南部,1,css
494,資訊科學（資工、資管等等）,Career Switcher,男,36 - 40歲,中部,1,javascript
495,理論科學,Career Switcher,男,20 - 25歲,北部,0,沒有
496,資訊科學（資工、資管等等）,Career Switcher,男,20 - 25歲,北部,2,html、css
497,工程科學,Learner,男,20 - 25歲,中部,0,無
498,商,Career Switcher,男,26 - 30歲,北部,2,javascript、html
499,資訊科學（資工、資管等等）,Tourist,女,31 - 35歲,北部,1,javascript
500,資訊科學（資工、資管等等）,Learner,男,31 - 35歲,南部,1,javascript
501,商,Tourist,女,20 - 25歲,東部,1,python
502,理論科學,Career Switcher,女,26 - 30歲,中部,5,python、javascript、html、css、c++
503,理論科學,Learner,女,31 - 35歲,南部,0,無
504,文,Tourist,女,31 - 35歲,東部,1,css
505,理論科學,Career Switcher,男,20 - 25歲,南部,3,html、javascript、css
506,資訊科學（資工、資管等等）,Career Switcher,男,31 - 35歲,東部,0,沒有
507,工程科學,Career Switcher,男,20 - 25歲,南部,2,javascript、css
508,工程科學,Learner,女,26 - 30歲,中部,2,html、css
509,文,Tourist,女,36 - 40歲,南部,0,無
510,商,Career Switcher,男,26 - 30歲,北部,1,css
511,文,Tourist,男,20 - 25歲,東部,1,html
512,理論科學,Career Switcher,男,26 - 30歲,南部,4,"python、javascript ,html、css"
513,工程科學,Tourist,女,20 歲以下,東部,2,javascript、html
514,工程科學,Tourist,男,31 - 35歲,北部,0,無
515,資訊科學（資工、資管等等）,Career Switcher,男,31 - 35歲,中部,3,html、javascript、python
516,商,Career Switcher,男,36 - 40歲,北部,1,html
517,資訊科學（資工、資管等等）,Career Switcher,女,26 - 30歲,北部,0,無
518,資訊科學（資工、資管等等）,Learner,男,20 - 25歲,南部,1,html
519,理論科學,Learner,女,26 - 30歲,南部,0,無
520,資訊科學（資工、資管等等）,Career Switcher,女,26 - 30歲,北部,1,javascript
521,工程科學,Learner,男,20 - 25歲,北部,1,html
522,商,Tourist,女,26 - 30歲,北部,0,無
523,理論科學,Career Switcher,男,20 歲以下,東部,3,html、javascript、css
524,理論科學,Career Switcher,女,20 - 25歲,南部,2,python、javascript
525,理論科學,Career Switcher,男,20 - 25歲,中部,0,沒有學過
526,商,Tourist,女,36 - 40歲,北部,1,css
527,其他,Career Switcher,男,20 - 25歲,東部,1,html
528,工程科學,Tourist,女,26 - 30歲,東部,0,沒有學過
529,商,Learner,男,26 - 30歲,北部,0,沒有
530,其他,Learner,女,20 - 25歲,北部,1,html
531,資訊科學（資工、資管等等）,Learner,男,20 - 25歲,中部,3,html、javascript、css
532,其他,Career Switcher,女,20 - 25歲,東部,1,javascript
533,資訊科學（資工、資管等等）,Tourist,男,20 歲以下,南部,2,javascript、html
534,商,Career Switcher,女,20 歲以下,北部,4,html、css、javascript、python
535,理論科學,Career Switcher,女,26 - 30歲,南部,3,html、javascript、python
536,理論科學,Career Switcher,女,40歲以上,南部,4,html、css、javascript、python
537,理論科學,Career Switcher,男,26 - 30歲,東部,3,html、javascript、python
538,工程科學,Career Switcher,女,20 - 25歲,南部,4,"html、javascript ,python、css"
539,理論科學,Career Switcher,不提供,20 - 25歲,東部,2,python、javascript
540,文,Learner,男,36 - 40歲,中部,0,沒有學過
541,其他,Tourist,男,40歲以上,中部,0,無
542,商,Career Switcher,男,26 - 30歲,東部,3,html、javascript、css
543,資訊科學（資工、資管等等）,Learner,男,20 - 25歲,東部,3,html、javascript、css
544,理論科學,Career Switcher,男,31 - 35歲,南部,1,python
545,理論科學,Career Switcher,女,36 - 40歲,中部,0,無
546,資訊科學（資工、資管等等）,Career Switcher,男,20 - 25歲,南部,3,html、javascript、css
547,工程科學,Career Switcher,男,31 - 35歲,中部,1,javascript
548,商,Tourist,女,26 - 30歲,北部,0,沒有學過
549,文,Learner,男,20 - 25歲,南部,0,沒有
550,工程科學,Tourist,女,31 - 35歲,北部,0,沒有學過
551,工程科學,Tourist,男,20 - 25歲,北部,1,html
552,理論科學,Career Switcher,女,20 歲以下,中部,3,html、javascript、python
553,理論科學,Career Switcher,男,36 - 40歲,中部,3,html、javascript、python
554,理論科學,Career Switcher,男,20 - 25歲,北部,1,html
555,商,Career Switcher,男,26 - 30歲,東部,0,無
556,工程科學,Tourist,男,20 歲以下,東部,0,沒有
557,商,Tourist,男,26 - 30歲,東部,1,html
558,資訊科學（資工、資管等等）,Tourist,男,26 - 30歲,北部,1,html
559,其他,Learner,不提供,26 - 30歲,東部,0,無
560,工程科學,Tourist,女,20 - 25歲,中部,0,無
561,文,Learner,男,20 - 25歲,東部,1,javascript
562,理論科學,Learner,不提供,26 - 30歲,南部,0,無
563,文,Career Switcher,女,31 - 35歲,東部,1,css
564,工程科學,Learner,女,20 - 25歲,北部,3,html、javascript、python
565,理論科學,Career Switcher,女,20 - 25歲,東部,2,python、javascript
566,工程科學,Career Switcher,男,26 - 30歲,南部,1,javascript
567,資訊科學（資工、資管等等）,Tourist,男,31 - 35歲,北部,1,html
568,工程科學,Career Switcher,男,20 - 25歲,北部,4,"html、javascript ,python、css"
569,其他,Career Switcher,女,26 - 30歲,北部,4,"html、javascript ,python、css"
570,工程科學,Career Switcher,男,36 - 40歲,中部,0,無
571,理論科學,Career Switcher,女,40歲以上,中部,1,css
572,資訊科學（資工、資管等等）,Career Switcher,女,20 歲以下,中部,4,html、css、javascript、python
573,工程科學,Career Switcher,女,20 - 25歲,北部,1,css
574,文,Career Switcher,男,20 - 25歲,東部,1,javascript
575,理論科學,Career Switcher,男,26 - 30歲,中部,2,python、javascript
576,資訊科學（資工、資管等等）,Career Switcher,男,31 - 35歲,南部,3,html、javascript、css
577,理論科學,Career Switcher,女,26 - 30歲,北部,2,javascript、css
578,理論科學,Tourist,男,26 - 30歲,北部,4,"python、javascript ,html、css"
579,其他,Career Switcher,男,26 - 30歲,中部,0,沒有學過
580,工程科學,Tourist,男,26 - 30歲,北部,2,python、javascript
581,其他,Career Switcher,女,26 - 30歲,北部,2,python、javascript
582,商,Career Switcher,男,20 - 25歲,南部,0,無
583,商,Tourist,女,31 - 35歲,東部,1,html
584,理論科學,Tourist,女,26 - 30歲,南部,0,無
585,工程科學,Career Switcher,男,31 - 35歲,北部,4,html、css、javascript、python
586,資訊科學（資工、資管等等）,Career Switcher,女,36 - 40歲,南部,3,html、javascript、css
587,文,Tourist,男,20 - 25歲,南部,1,html
588,其他,Learner,男,20 - 25歲,南部,3,html、javascript、css
589,理論科學,Tourist,男,26 - 30歲,東部,4,"python、javascript ,html、css"
590,工程科學,Career Switcher,女,36 - 40歲,南部,3,html、javascript、css
591,商,Career Switcher,男,36 - 40歲,東部,0,沒有
592,商,Tourist,女,20 - 25歲,南部,0,無
593,資訊科學（資工、資管等等）,Career Switcher,女,20 - 25歲,東部,2,javascript、html
594,工程科學,Career Switcher,女,20 - 25歲,東部,0,沒有
595,理論科學,Career Switcher,男,20 - 25歲,南部,3,html、javascript、css
596,工程科學,Career Switcher,男,20 - 25歲,中部,0,無
597,工程科學,Career Switcher,女,26 - 30歲,南部,2,python、javascript
598,工程科學,Career Switcher,不提供,20 - 25歲,中部,0,無
599,理論科學,Learner,女,26 - 30歲,東部,2,javascript、html
600,理論科學,Career Switcher,女,26 - 30歲,中部,3,html、javascript、css
601,理論科學,Career Switcher,女,31 - 35歲,北部,4,html、css、javascript、python
602,其他,Career Switcher,女,20 - 25歲,中部,3,html、javascript、python
603,其他,Learner,不提供,20 歲以下,東部,0,無
604,資訊科學（資工、資管等等）,Learner,男,26 - 30歲,南部,2,python、javascript
605,商,Tourist,女,20 - 25歲,北部,0,無
606,文,Tourist,男,20 - 25歲,南部,0,沒有學過
607,資訊科學（資工、資管等等）,Learner,女,20 歲以下,東部,0,沒有學過
608,工程科學,Learner,男,26 - 30歲,中部,3,html、javascript、css
609,文,Tourist,男,26 - 30歲,北部,0,無
610,資訊科學（資工、資管等等）,Learner,男,26 - 30歲,北部,2,javascript、html
611,資訊科學（資工、資管等等）,Career Switcher,男,26 - 30歲,北部,2,python、javascript
612,工程科學,Tourist,女,26 - 30歲,北部,3,html、javascript、css
613,資訊科學（資工、資管等等）,Career Switcher,不提供,26 - 30歲,北部,3,html、javascript、python
614,理論科學,Career Switcher,男,26 - 30歲,北部,2,javascript、css
615,商,Career Switcher,女,26 - 30歲,東部,0,沒有學過
616,文,Career Switcher,女,40歲以上,中部,1,python
617,理論科學,Tourist,男,26 - 30歲,北部,1,javascript
618,文,Learner,男,20 - 25歲,北部,2,javascript、css
619,商,Career Switcher,女,20 歲以下,北部,1,python
620,資訊科學（資工、資管等等）,Learner,男,20 歲以下,北部,2,javascript、css
621,商,Learner,男,20 - 25歲,北部,2,javascript、html
622,理論科學,Learner,女,26 - 30歲,北部,1,css
623,資訊科學（資工、資管等等）,Tourist,女,31 - 35歲,北部,2,javascript、css
624,商,Career Switcher,女,20 - 25歲,中部,0,無
625,商,Tourist,男,26 - 30歲,北部,0,無
626,工程科學,Career Switcher,女,31 - 35歲,南部,3,html、javascript、css
627,工程科學,Tourist,女,20 - 25歲,北部,0,沒有
628,理論科學,Career Switcher,男,20 - 25歲,中部,3,html、javascript、css
629,理論科學,Career Switcher,男,26 - 30歲,東部,4,html、css、javascript、python
630,其他,Tourist,男,26 - 30歲,中部,0,沒有學過
631,文,Career Switcher,男,20 - 25歲,北部,0,無
632,工程科學,Tourist,男,40歲以上,南部,0,沒有學過
633,資訊科學（資工、資管等等）,Career Switcher,女,26 - 30歲,東部,2,javascript、css
634,文,Career Switcher,女,31 - 35歲,北部,1,css
635,工程科學,Career Switcher,男,26 - 30歲,東部,3,html、javascript、css
636,工程科學,Career Switcher,男,26 - 30歲,南部,2,javascript、html
637,資訊科學（資工、資管等等）,Learner,女,36 - 40歲,北部,1,css
638,資訊科學（資工、資管等等）,Tourist,男,31 - 35歲,東部,0,沒有
639,商,Career Switcher,女,26 - 30歲,南部,2,javascript、css
640,商,Learner,女,20 - 25歲,中部,1,javascript
641,其他,Career Switcher,男,20 歲以下,北部,2,javascript、html
642,商,Learner,女,26 - 30歲,東部,1,html
643,理論科學,Learner,女,26 - 30歲,北部,3,html、javascript、python
644,文,Career Switcher,男,20 - 25歲,北部,3,html、javascript、css
645,其他,Tourist,女,20 - 25歲,南部,1,javascript
646,其他,Learner,男,20 - 25歲,東部,0,無
647,工程科學,Tourist,男,31 - 35歲,南部,0,沒有學過
648,資訊科學（資工、資管等等）,Career Switcher,男,26 - 30歲,北部,2,javascript、html
649,資訊科學（資工、資管等等）,Career Switcher,男,31 - 35歲,北部,0,無
650,資訊科學（資工、資管等等）,Learner,女,20 - 25歲,中部,3,html、javascript、css
651,文,Tourist,不提供,26 - 30歲,東部,2,html、css
652,文,Learner,女,26 - 30歲,北部,0,無
653,理論科學,Learner,女,26 - 30歲,南部,1,html
654,工程科學,Career Switcher,女,20 - 25歲,南部,2,python、javascript
655,工程科學,Learner,男,26 - 30歲,南部,1,css
656,理論科學,Tourist,男,36 - 40歲,北部,0,沒有學過
657,其他,Tourist,男,20 - 25歲,北部,1,html
658,資訊科學（資工、資管等等）,Career Switcher,男,20 - 25歲,北部,2,javascript、html
659,工程科學,Career Switcher,女,20 - 25歲,北部,3,html、javascript、python
660,理論科學,Career Switcher,男,26 - 30歲,北部,3,html、javascript、python
661,其他,Tourist,男,26 - 30歲,南部,1,css
662,理論科學,Tourist,男,31 - 35歲,南部,2,javascript、css
663,資訊科學（資工、資管等等）,Learner,女,20 - 25歲,北部,0,沒有學過
664,商,Learner,女,31 - 35歲,東部,1,css
665,理論科學,Career Switcher,女,20 - 25歲,北部,1,python
666,商,Learner,女,31 - 35歲,北部,0,無
667,工程科學,Career Switcher,男,20 歲以下,東部,1,javascript
668,商,Learner,男,20 歲以下,北部,1,javascript
669,理論科學,Tourist,男,26 - 30歲,南部,0,無
670,文,Career Switcher,男,20 - 25歲,南部,4,html、css、javascript、python
671,理論科學,Tourist,男,31 - 35歲,中部,0,沒有學過
672,工程科學,Career Switcher,女,20 歲以下,中部,2,python、javascript
673,商,Career Switcher,男,20 - 25歲,中部,3,html、javascript、python
674,理論科學,Career Switcher,男,31 - 35歲,南部,5,python、javascript、html、css、c++
675,資訊科學（資工、資管等等）,Career Switcher,男,31 - 35歲,中部,3,html、javascript、css
676,工程科學,Learner,男,36 - 40歲,北部,3,html、javascript、python
677,商,Tourist,男,31 - 35歲,南部,0,無
678,理論科學,Career Switcher,女,20 歲以下,中部,1,javascript
679,商,Career Switcher,女,36 - 40歲,北部,0,無
680,文,Tourist,男,36 - 40歲,北部,0,沒有
681,理論科學,Career Switcher,男,31 - 35歲,東部,4,"python、javascript ,html、css"
682,文,Tourist,男,26 - 30歲,北部,0,無
683,資訊科學（資工、資管等等）,Career Switcher,女,36 - 40歲,中部,1,javascript
684,商,Career Switcher,不提供,26 - 30歲,東部,1,javascript
685,商,Tourist,男,40歲以上,北部,1,javascript
686,文,Career Switcher,男,31 - 35歲,中部,1,javascript
687,理論科學,Learner,女,20 - 25歲,東部,1,html
688,理論科學,Career Switcher,女,20 - 25歲,東部,2,javascript、css
689,商,Career Switcher,男,20 歲以下,南部,3,html、javascript、css
690,資訊科學（資工、資管等等）,Learner,女,20 - 25歲,北部,2,javascript、html
691,資訊科學（資工、資管等等）,Career Switcher,女,26 - 30歲,南部,4,"python、javascript ,html、css"
692,工程科學,Tourist,男,26 - 30歲,南部,2,python、javascript
693,文,Career Switcher,男,26 - 30歲,南部,0,無
694,商,Learner,男,20 - 25歲,北部,2,html、css
695,理論科學,Career Switcher,男,20 - 25歲,北部,0,無
696,資訊科學（資工、資管等等）,Tourist,男,26 - 30歲,南部,0,無
697,理論科學,Career Switcher,男,26 - 30歲,北部,2,python、javascript
698,資訊科學（資工、資管等等）,Career Switcher,女,31 - 35歲,南部,0,沒有
699,工程科學,Career Switcher,女,20 - 25歲,北部,3,html、javascript、css
700,工程科學,Career Switcher,女,20 - 25歲,南部,3,html、javascript、css
701,文,Tourist,不提供,20 歲以下,北部,0,無
702,商,Tourist,男,20 - 25歲,南部,0,沒有學過
703,理論科學,Learner,女,20 - 25歲,中部,4,"html、javascript ,python、css"
704,理論科學,Tourist,女,20 歲以下,北部,0,無
705,商,Career Switcher,男,31 - 35歲,中部,0,沒有
706,商,Career Switcher,女,31 - 35歲,中部,2,html、css
707,文,Career Switcher,男,20 - 25歲,中部,0,無
708,資訊科學（資工、資管等等）,Career Switcher,男,26 - 30歲,東部,1,javascript
709,理論科學,Career Switcher,男,40歲以上,南部,4,"python、javascript ,html、css"
710,文,Tourist,男,20 - 25歲,北部,1,css
711,理論科學,Career Switcher,男,26 - 30歲,東部,1,javascript
712,商,Career Switcher,男,20 - 25歲,中部,4,"python、javascript ,html、css"
713,商,Learner,男,26 - 30歲,北部,5,python、javascript、html、css、c++
714,工程科學,Tourist,女,20 - 25歲,中部,0,沒有
715,文,Tourist,女,20 歲以下,北部,2,html、css
716,工程科學,Career Switcher,男,20 - 25歲,北部,3,html、javascript、css
717,文,Tourist,男,31 - 35歲,中部,3,html、javascript、css
718,理論科學,Tourist,不提供,31 - 35歲,中部,1,python
719,理論科學,Career Switcher,女,31 - 35歲,東部,2,javascript、css
720,工程科學,Career Switcher,女,31 - 35歲,中部,2,javascript、css
721,工程科學,Tourist,男,20 - 25歲,中部,3,html、javascript、css
722,商,Tourist,女,26 - 30歲,中部,2,python、javascript
723,理論科學,Career Switcher,男,20 - 25歲,北部,2,javascript、css
724,工程科學,Tourist,不提供,31 - 35歲,東部,1,javascript
725,商,Career Switcher,女,26 - 30歲,北部,3,html、javascript、css
726,工程科學,Learner,女,26 - 30歲,南部,1,python
727,其他,Career Switcher,男,31 - 35歲,東部,0,沒有
728,理論科學,Career Switcher,女,31 - 35歲,東部,3,html、javascript、css
729,商,Career Switcher,女,20 歲以下,中部,0,沒有
730,工程科學,Tourist,男,36 - 40歲,北部,4,html、css、javascript、python
731,理論科學,Career Switcher,男,20 - 25歲,南部,2,javascript、css
732,文,Career Switcher,女,20 歲以下,中部,1,css
733,文,Learner,女,31 - 35歲,中部,0,沒有
734,商,Career Switcher,男,26 - 30歲,中部,3,html、javascript、css
735,理論科學,Tourist,女,26 - 30歲,北部,4,"python、javascript ,html、css"
736,資訊科學（資工、資管等等）,Learner,女,40歲以上,南部,0,沒有學過
737,其他,Learner,女,36 - 40歲,中部,0,沒有
738,資訊科學（資工、資管等等）,Career Switcher,男,20 - 25歲,中部,5,python、javascript、html、css、c++
739,商,Tourist,女,31 - 35歲,南部,1,python
740,理論科學,Career Switcher,男,31 - 35歲,東部,2,javascript、html
741,理論科學,Career Switcher,男,26 - 30歲,中部,2,javascript、html
742,理論科學,Career Switcher,男,40歲以上,中部,0,無
743,工程科學,Learner,男,20 - 25歲,北部,2,javascript、html
744,工程科學,Career Switcher,女,26 - 30歲,中部,2,python、javascript
745,其他,Career Switcher,男,20 - 25歲,東部,4,"python、javascript ,html、css"
746,商,Career Switcher,女,31 - 35歲,南部,0,無
747,理論科學,Tourist,男,20 - 25歲,東部,1,python
748,工程科學,Career Switcher,男,20 - 25歲,北部,2,python、javascript
749,資訊科學（資工、資管等等）,Career Switcher,女,31 - 35歲,北部,1,python
750,資訊科學（資工、資管等等）,Tourist,男,31 - 35歲,北部,4,"python、javascript ,html、css"
751,理論科學,Learner,女,20 - 25歲,中部,1,python
752,商,Career Switcher,男,20 歲以下,南部,3,html、javascript、python
753,資訊科學（資工、資管等等）,Learner,男,31 - 35歲,南部,0,無
754,工程科學,Learner,女,26 - 30歲,南部,1,css
755,理論科學,Tourist,男,36 - 40歲,南部,1,css
756,理論科學,Tourist,男,31 - 35歲,南部,0,沒有學過
757,理論科學,Tourist,男,26 - 30歲,中部,0,無
758,資訊科學（資工、資管等等）,Career Switcher,男,20 - 25歲,中部,1,css
759,工程科學,Career Switcher,女,36 - 40歲,東部,3,html、javascript、css
760,理論科學,Career Switcher,男,26 - 30歲,南部,2,javascript、css
761,工程科學,Career Switcher,男,20 - 25歲,北部,1,css
762,工程科學,Learner,男,20 - 25歲,東部,0,沒有
763,工程科學,Tourist,女,26 - 30歲,東部,3,html、javascript、python
764,理論科學,Tourist,女,20 - 25歲,南部,2,javascript、html
765,文,Career Switcher,女,26 - 30歲,東部,1,css
766,資訊科學（資工、資管等等）,Learner,男,20 - 25歲,中部,1,css
767,文,Career Switcher,女,20 - 25歲,東部,0,沒有學過
768,工程科學,Learner,女,40歲以上,東部,1,css
769,理論科學,Career Switcher,男,31 - 35歲,北部,1,html
770,文,Career Switcher,男,31 - 35歲,中部,2,html、css
771,工程科學,Career Switcher,男,31 - 35歲,東部,2,html、css
772,理論科學,Learner,女,31 - 35歲,南部,2,html、css
773,理論科學,Learner,男,40歲以上,南部,2,python、javascript
774,理論科學,Tourist,男,20 - 25歲,東部,0,無
775,理論科學,Tourist,女,20 - 25歲,北部,0,無
776,工程科學,Learner,女,20 - 25歲,中部,2,javascript、css
777,其他,Career Switcher,女,31 - 35歲,南部,1,javascript
778,其他,Career Switcher,女,20 - 25歲,南部,2,javascript、html
779,工程科學,Career Switcher,不提供,20 歲以下,南部,0,無
780,理論科學,Career Switcher,男,20 - 25歲,東部,2,javascript、html
781,工程科學,Tourist,男,26 - 30歲,東部,1,python
782,理論科學,Career Switcher,女,20 - 25歲,東部,2,python、javascript
783,其他,Tourist,男,31 - 35歲,東部,2,html、css
784,理論科學,Tourist,男,31 - 35歲,中部,2,python、javascript
785,文,Tourist,男,26 - 30歲,南部,2,python、javascript
786,資訊科學（資工、資管等等）,Career Switcher,男,20 歲以下,中部,1,html
787,理論科學,Career Switcher,女,20 - 25歲,東部,2,html、css
788,理論科學,Career Switcher,女,26 - 30歲,北部,2,javascript、css
789,工程科學,Learner,男,26 - 30歲,中部,0,沒有學過
790,商,Learner,男,20 - 25歲,東部,1,css
791,資訊科學（資工、資管等等）,Tourist,男,20 歲以下,北部,0,沒有學過
792,文,Career Switcher,女,26 - 30歲,東部,1,javascript
793,文,Career Switcher,女,20 - 25歲,中部,0,沒有
794,工程科學,Career Switcher,男,26 - 30歲,中部,2,javascript、html
795,理論科學,Tourist,女,31 - 35歲,東部,1,javascript
796,資訊科學（資工、資管等等）,Career Switcher,不提供,26 - 30歲,北部,1,css
797,商,Career Switcher,男,20 - 25歲,北部,4,html、css、javascript、python
798,商,Career Switcher,男,26 - 30歲,南部,2,html、css
799,商,Learner,男,20 - 25歲,中部,3,html、javascript、css
800,商,Learner,女,20 - 25歲,中部,0,沒有學過
801,工程科學,Learner,男,20 歲以下,東部,2,javascript、css
802,文,Learner,男,20 - 25歲,東部,3,html、javascript、python
803,理論科學,Career Switcher,女,20 - 25歲,南部,0,沒有學過
804,文,Learner,女,20 - 25歲,北部,1,html
805,其他,Learner,女,20 - 25歲,北部,0,沒有學過
806,理論科學,Learner,女,31 - 35歲,北部,2,javascript、html
807,文,Learner,女,20 - 25歲,北部,0,沒有
808,理論科學,Career Switcher,男,26 - 30歲,北部,3,html、javascript、python
809,理論科學,Career Switcher,男,36 - 40歲,北部,1,css
810,商,Career Switcher,不提供,26 - 30歲,北部,1,python
811,商,Learner,不提供,26 - 30歲,北部,0,沒有學過
812,文,Tourist,男,20 歲以下,北部,1,python
813,商,Career Switcher,女,31 - 35歲,中部,1,css
814,其他,Career Switcher,男,36 - 40歲,中部,3,html、javascript、css
815,文,Learner,女,20 - 25歲,南部,1,html
816,其他,Learner,女,26 - 30歲,東部,3,html、javascript、css
817,文,Tourist,女,20 - 25歲,中部,1,css
818,商,Career Switcher,男,26 - 30歲,北部,3,html、javascript、python
819,理論科學,Career Switcher,女,26 - 30歲,南部,0,無
820,文,Career Switcher,女,20 - 25歲,北部,0,沒有學過
821,理論科學,Career Switcher,男,26 - 30歲,中部,2,javascript、css
822,工程科學,Learner,男,20 - 25歲,中部,0,無
823,商,Career Switcher,男,26 - 30歲,北部,3,html、javascript、css
824,資訊科學（資工、資管等等）,Tourist,女,26 - 30歲,南部,4,"python、javascript ,html、css"
825,工程科學,Career Switcher,女,26 - 30歲,東部,3,html、javascript、css
826,理論科學,Tourist,女,20 歲以下,東部,1,css
827,工程科學,Career Switcher,女,31 - 35歲,東部,2,python、javascript
828,商,Career Switcher,男,20 - 25歲,南部,3,html、javascript、python
829,理論科學,Career Switcher,女,20 - 25歲,中部,1,python
830,商,Learner,女,20 - 25歲,北部,2,python、javascript
831,商,Tourist,女,31 - 35歲,北部,1,css
832,理論科學,Learner,女,20 - 25歲,中部,1,css
833,工程科學,Career Switcher,男,20 - 25歲,中部,1,css
834,資訊科學（資工、資管等等）,Tourist,男,26 - 30歲,南部,1,css
835,理論科學,Learner,男,36 - 40歲,東部,0,無
836,理論科學,Career Switcher,男,40歲以上,東部,1,javascript
837,其他,Tourist,不提供,20 歲以下,東部,2,javascript、css
838,商,Tourist,女,36 - 40歲,東部,0,沒有
